,traj,step,speed,num_collisions,num_offroad_visits,action,intention,safety_score
555,13,35,30.0,0,2,0,Student,76
556,13,36,30.0,0,2,0,Student,76
557,13,37,30.0,0,2,0,Student,76
558,13,38,30.0,0,2,0,Student,76
559,13,39,30.0,0,3,0,Student,75
560,14,0,25.0,0,0,0,Student,78
561,14,1,25.0,0,0,0,Student,78
562,14,2,25.0,0,0,0,Student,78
563,14,3,25.0,0,0,0,Student,78
564,14,4,29.03875368,0,0,0,Student,78
565,14,5,29.83573431,0,0,0,Student,78
566,14,6,29.97192893,0,0,0,Student,78
567,14,7,29.99520298,0,0,0,Student,78
568,14,8,29.99918025,0,0,0,Student,78
569,14,9,29.99985991,0,0,0,Student,78
570,14,10,29.99997606,0,0,0,Student,78
571,14,11,29.99999591,0,0,0,Student,78
572,14,12,29.9999993,0,0,0,Student,78
573,14,13,29.99999988,0,0,0,Student,78
574,14,14,29.99999998,0,0,0,Student,78
575,14,15,30.0,0,0,0,Student,78
576,14,16,30.0,0,0,0,Student,78
577,14,17,30.0,0,0,0,Student,78
578,14,18,30.0,0,1,0,Student,77
579,14,19,30.0,0,1,0,Student,77
580,14,20,30.0,0,1,0,Student,77
581,14,21,30.0,0,1,0,Student,77
582,14,22,30.0,0,1,0,Student,77
583,14,23,30.0,0,1,0,Student,77
584,14,24,30.0,0,1,0,Student,77
585,14,25,30.0,0,1,0,Student,77
586,14,26,30.0,0,1,0,Student,77
587,14,27,30.0,0,1,0,Student,77
588,14,28,30.0,0,1,0,Student,77
589,14,29,30.0,0,1,0,Student,77
590,14,30,30.0,0,1,0,Student,77
591,14,31,30.0,0,1,0,Student,77
592,14,32,30.0,0,1,0,Student,77
593,14,33,30.0,0,1,0,Student,77
594,14,34,30.0,0,1,0,Student,77
595,14,35,30.0,0,1,0,Student,77
596,14,36,30.0,0,1,0,Student,77
597,14,37,30.0,0,1,0,Student,77
598,14,38,30.0,0,1,0,Student,77
599,14,39,30.0,0,1,0,Student,77
600,15,0,25.0,0,0,0,Student,78
601,15,1,25.0,0,0,0,Student,78
602,15,2,25.0,0,0,0,Student,78
603,15,3,25.0,0,0,0,Student,78
604,15,4,25.0,0,0,0,Student,78
605,15,5,25.0,0,1,0,Student,77
606,15,6,28.26780292,0,1,0,Student,77
607,15,7,29.7039879,0,1,0,Student,77
608,15,8,29.94941501,0,1,0,Student,77
609,15,9,29.99135562,0,1,0,Student,77
610,15,10,29.99852278,0,1,0,Student,77
611,15,11,29.99974756,0,1,0,Student,77
612,15,12,29.99995686,0,1,0,Student,77
613,15,13,29.99999263,0,1,0,Student,77
614,15,14,29.99999874,0,1,0,Student,77
615,15,15,29.99999978,0,1,0,Student,77
616,15,16,29.99999996,0,1,0,Student,77
617,15,17,29.99999999,0,2,0,Student,76
